,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address
101467,2.0,2,0,2016-04-07 01:36:42,"FANTASTIC DUPLEX & TRUE 2 BED in the Lovely and always Popular Gramercy Park area. If you enjoy doorman service, post war character, and the options of laundry room on every floor then THIS IS THE ONE. Currently under renovations, be the first to enjoy the polished hardwood floors, large windows allowing of sunny days , spacious and open layout. A Beauty nestled a hop, skip, and jump away from neighborhood eateries, and efficient commuting. TEXT or EMAIL for Immediate showing. (PICTURES COMING SOON) ",East 22nd Street,"['Doorman', 'Multi-Level']",low,40.737,6836210,-73.9803,77575eb00fc09f61d55ea99b6c9cb845,"['https://photos.renthop.com/2/6836210_adb0d65f8cac0a241b4e423f340c06c0.jpg', 'https://photos.renthop.com/2/6836210_d45ff496fecc2bbe34a090dfea2a2c8c.jpg', 'https://photos.renthop.com/2/6836210_9b25174902a8ae0fbe34fc916be0dd5c.jpg', 'https://photos.renthop.com/2/6836210_fec3b8fffd20e9245b3da7d167e800cd.jpg', 'https://photos.renthop.com/2/6836210_82f35d56473b461ea98356e500844efd.jpg', 'https://photos.renthop.com/2/6836210_94623c24e0645d2ce325f80b4416a7f6.jpg', 'https://photos.renthop.com/2/6836210_e6f594a20c50e0df7f5f0989a41fb433.jpg', 'https://photos.renthop.com/2/6836210_8ea785252ebde5c6884cdee62930c826.jpg', 'https://photos.renthop.com/2/6836210_bc6ce2bed8dedf5f354aac180cb96cc5.jpg', 'https://photos.renthop.com/2/6836210_e7f12aa8c69b353781c6d14bcef23a3a.jpg']",4300,321 East 22nd Street
101469,3.0,3,2c6b7b7999605f1c4c6faa496d243289,2016-04-03 02:56:26,"Amazing state of the art loft three bedroom, threebathroom 2,500 sqft full floor smart home is now available in achic boutique landmarked building on Fifth Avenue in the heart ofthe Flatiron District. Equipped with video intercom, centralheating and A/C, and wireless sound with Bose speakers, Lutronlighting, and security system, this high tech home combines stateof the art with classic architectural beauty. Solid oak floors,custom LED strip lighting, spotlights, and clerestory glass createwarmth and light throughout the home. The living room features 17foot ceilings and a stunning architectural views overlooking FifthAvenue. An open chef's kitchen with white Caesar stone countertops,custom white oak cabinetry, and Viking range and oven, Bosch andSubzero appliances also features little luxuries such as a built-inmicrowave, garbage disposal, and breathtaking design. The hallwayfeatures a laundry closet, and three private bed and bathroomsuites. The master suite with walk-in closet and Eastern exposurefeatures an en-suite European and classic white modern style bathwith double sinks, soaking tub, and separate stall shower. Twoadditional bedrooms boast excellent closet space, and en-suitebaths with black vanities, Lacava sinks, subway tiles, and gorgeouslarge floor tiling. All bathrooms feature radiant heated floors.This incredible apartment is truly the epitome of luxury loftliving. Pet-friendly, located next to Union Square, Whole Foods,and all major train lines.",Fifth Ave,"['Cats Allowed', 'Dogs Allowed', 'Elevator', 'Washer/Dryer', 'Dishwasher']",low,40.7382,6818618,-73.9918,b20b0430544786cf2ee7b600543e76f6,"['https://photos.renthop.com/2/6818618_a96c30fdeddb1f2a95326c688281cbe0.jpg', 'https://photos.renthop.com/2/6818618_80bc5fa8182109127682a4bf9155788d.jpg', 'https://photos.renthop.com/2/6818618_2df91a6525b0893d22537ae654e1c94d.jpg', 'https://photos.renthop.com/2/6818618_f6116d8ab54d13443af0955a254556a6.jpg']",13995,103 Fifth Ave
101472,1.0,2,fa60ec4ea9f52191ec2ef10ef9b1cc67,2016-04-02 02:55:25,"This mid rise building has an elevator, live in superand on site laundry. The 2 bedroom apartment is on the 11th floorand has hardwood floors, modern kitchen and bathroom, dishwasher,terrace and good closet space. Located in the low 30's, it has easyaccess to trains and nightlife. no dogs please",W 30th St,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Terrace']",low,40.7506,6814162,-73.9979,465641627d253016ac8683943fd94ffe,"['https://photos.renthop.com/2/6814162_ad0c2531316d6c3cf75d4e9599d38b1f.jpg', 'https://photos.renthop.com/2/6814162_6de67a2bdc4869e6358e203e8fcd9647.jpg', 'https://photos.renthop.com/2/6814162_a0e4b74187f744a9c8f46e68b1dac4a1.jpg', 'https://photos.renthop.com/2/6814162_ac085e52581dd3fd0343cd3bf1bc1777.jpg', 'https://photos.renthop.com/2/6814162_27c83f830a4d789604bdc2fe1a7509fc.jpg', 'https://photos.renthop.com/2/6814162_4f95825a4fc8554d94f9a9ad8efb4352.jpg', 'https://photos.renthop.com/2/6814162_e0c0ed393ee4d84c395ea2231a4fc0b4.jpg', 'https://photos.renthop.com/2/6814162_b521e4c33eecde98befb5ab35cdba606.jpg', 'https://photos.renthop.com/2/6814162_e4265fde2d3786a46fad44ff513f2c47.jpg']",3199,370 W 30th St
101473,1.0,1,55351e3f3524ddc8f6dfda85179f48d4,2016-04-13 03:13:25,"Great 1 Bedroom located in the classic UES neighborhood. Great dining, shopping, and transportation options. A beautiful pre-war building with elevator/laundry on a tree-lined block, this apartment features a renovated separate kitchen with white wood cabinets, a subway-tiled bathroom, LOTS of windows and light, Beautiful hardwood floor. A great deal on the Upper East! Contact Nathan 978-329-9727 to schedule a private showing!!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",E 88th St.,"['Dishwasher', 'Hardwood Floors']",low,40.7768,6864980,-73.9457,ad87505a08c0526bc5c16796f35443eb,"['https://photos.renthop.com/2/6864980_15989023ee6d97552f58d13a9649df97.jpg', 'https://photos.renthop.com/2/6864980_9a8f9415a962f79d9b7dadc0b87530a3.jpg', 'https://photos.renthop.com/2/6864980_e0018487edd9182262ed8dbb8337fb88.jpg']",2250,506 E 88th St.
101474,1.0,0,8e3b8c607c3edcf3de131c24f0390179,2016-04-11 03:01:28,"This 500-sq.ft. studio has hardwood floors, large bathroom with its own closet, and kitchen loaded with new appliances  Sunlight pouring in through a huge window reflects from the mint-condition hardwood floor.  Steal this Midtown gem now<br /><br />The new construction doorman building with a healthclub resides on a quiet block within an easy stroll of subways and restaurants of Murray Hill and Midtown, as well as the serene bank of the East River.<br /><br />Call, text or e-mail Aaron White 857-272-0510<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 36 Street,"['Doorman', 'Elevator', 'Loft']",low,40.7461,6855480,-73.9757,85860e99ade732afc385111568f8e602,"['https://photos.renthop.com/2/6855480_44e8449c22fbb6b9a3b04fc5cb77e2d2.jpg', 'https://photos.renthop.com/2/6855480_692be30fab194c7581c457f90ab2b5c9.jpg', 'https://photos.renthop.com/2/6855480_c838eaddb805ee8ba595822cf4fe81cb.jpg', 'https://photos.renthop.com/2/6855480_b99bdd0e6ca683200e272061f229c69d.jpg']",2700,236 E 36 Street
101476,1.0,1,511eb35637ca60e08fd12ee66080dc5f,2016-04-05 02:46:33,Stunning One Bedroom Apartment Featuring: -Modern Kitchen With Stainless Steel Appliances! -Renovated Modern Bathroom-Hard Wood Floors!-High Ceilings!-Large Windows!-Tons of Light! -Laundry-Elevator-Close to the TrainFor Immediate Access & Other Inquiries Contact Bryan<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,E 10 Street,"['Elevator', 'Dishwasher', 'Hardwood Floors']",low,40.7327,6823845,-73.9933,41735645e0f8f13993c42894023f8e58,"['https://photos.renthop.com/2/6823845_86a7920396a0ce8f0bcb126ff810a2a5.jpg', 'https://photos.renthop.com/2/6823845_0e2a105883b5b3584e505601c2bbe9e2.jpg', 'https://photos.renthop.com/2/6823845_a584bbdd8bb1b46cdc8fc6645b150f9f.jpg', 'https://photos.renthop.com/2/6823845_1ff1665c769de92c22f0a8bb374de977.jpg', 'https://photos.renthop.com/2/6823845_4cbc893efdad245e7a71d630dbf15f46.jpg', 'https://photos.renthop.com/2/6823845_3bce80f8b18541726a484c06cfe2f0be.jpg', 'https://photos.renthop.com/2/6823845_6449a23dc912d382603ac2b0dd10a237.jpg', 'https://photos.renthop.com/2/6823845_525318199d144bf02c12a9c9914989a4.jpg', 'https://photos.renthop.com/2/6823845_1d039b990822fa64d3dbf31fe5369c89.jpg']",4175,25 E 10 Street
10148,1.0,1,0,2016-06-09 01:25:53,"GUT RENOVATED** SUNNY** 1 BR** PRIME LOWER EAST SIDEThis modern one bedroom features high ceilings, hardwood floors throughout, sun drenched living room, queen sized bedroom, separate window granite kitchen, stainless steel appliances including dishwasher, ample closet space, and tiled bath.Excellent Lower East Side location with tons of shops, restaurants, bars, nightlife, and access to 6/J/Z/B/D trains.For showing, contact Jenny at 449-593-7152 or kagglemanager@renthop.com ",Mott Street,"['Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7194,7128045,-73.9964,c3d876f112646134464b3b5635c15549,"['https://photos.renthop.com/2/7128045_23d0ff18edaa2f5ee95c134d2cb09791.jpg', 'https://photos.renthop.com/2/7128045_541693586ca7bd7dd6860e2a01247f1b.jpg', 'https://photos.renthop.com/2/7128045_a8e621c0fdbd998db947a641b7ac27a5.jpg', 'https://photos.renthop.com/2/7128045_cbe3cd3bfd075b6b102f7d6ff874cc65.jpg', 'https://photos.renthop.com/2/7128045_18b302352e4db8aa99176736da5bb803.jpg']",2750,151 Mott Street
101484,1.0,2,23e56d93ce9b69871ba8516120842e4d,2016-04-05 06:24:27,"AMAZING LOCATION & SPACE!! RENT SHOW IS NET EFFECTIVE WITH FREE MONTHNO BROKER FEE!!!Real bedrooms with closets!!This is a Gut Renovated 2 Bedroom w/ Washer & Dryer in UnitThis apartment features:Oversized windows, wide plank ebony hardwood floors, recessed lighting, crown and baseboard molding, exposed brick walls, a spacious bathroom with mosaic tilework, an open gourmet kitchen with Carrara marble counter-tops and brand new stainless steel appliances.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 4th Street,"['Pre-War', 'Laundry in Unit', 'Hardwood Floors', 'No Fee']",low,40.7254,6826475,-73.9873,4f9b376a972b863bbfbdcdc8d717fa4e,"['https://photos.renthop.com/2/6826475_fea130c370b88f16a1ecffa478392d6a.jpg', 'https://photos.renthop.com/2/6826475_3fee1543d451c0f198d3e70818455d42.jpg', 'https://photos.renthop.com/2/6826475_64429a8d02e9256d58bb3194b614316f.jpg', 'https://photos.renthop.com/2/6826475_c89f65daa12ef4babe618be8e7ef47a8.jpg', 'https://photos.renthop.com/2/6826475_2a881f9ffc3b04a7b67444832db432a8.jpg', 'https://photos.renthop.com/2/6826475_d576b0c5819ebbe3cd7712be53dbfdf6.jpg']",4034,133 East 4th Street
101485,1.0,0,75968833fe814f3a5236959790fb4984,2016-04-27 03:26:03,"This elegant renovated apartment is a great mix of modern amenities and classic style. The building is located in the heart of the West Village, 2-3 minutes stroll to the Hudson river, great shopping and restaurants. The building features include a fitness room, laundry, doorman, elevator.<br /><br />This apartment has hardwood floors, renovated kitchen with stainless steel appliances, dishwasher.<br /><br />Lots of Closet Space. High Ceiling.<br /><br />Call/text/email for a private showing.<br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",Christopher Street,"['Doorman', 'Elevator', 'Loft', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.7334,7222201,-74.0047,d9039c43983f6e564b1482b273bd7b01,"['https://photos.renthop.com/2/6930875_6f77b807f999d572a5eaa506ef697109.jpg', 'https://photos.renthop.com/2/6930875_0e4200703c96a3ea0285798e67c413a7.jpg', 'https://photos.renthop.com/2/6930875_094c4102ef70735ad4cf3e71dbd1c5cb.jpg', 'https://photos.renthop.com/2/6930875_9718acbd00bf44e6d2881241dc015372.jpg']",3350,95 Christopher Street
101486,1.5,3,0,2016-04-04 02:25:10,"Gorgeous renovated 3 bedroom / 1.5 Bath-hardwood floors-lots of light-dishwasher-large kitchen with lots of counter space-stainless steel appliances-laundry in basement Just a short walk to the Halsey L train, minutes to Williamsburg and ManhattanCall to see this beautiful space!!FOR VIEWING CALL OR TEXT 277-769-9108<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Schaefer St.,"['Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",low,40.6923,6820326,-73.905,666dedb348e43477efacf3a17211437e,"['https://photos.renthop.com/2/6820326_b6b8d429754e806aaf76938d2e1e89d0.jpg', 'https://photos.renthop.com/2/6820326_6272cc4f35e40ed1801b897820846207.jpg', 'https://photos.renthop.com/2/6820326_5a960936746372537a53fcf4728121d2.jpg', 'https://photos.renthop.com/2/6820326_39023a7e8ffc0cd976bd85a422be3571.jpg', 'https://photos.renthop.com/2/6820326_00f339c3d10952c0e0eca56aeea96084.jpg', 'https://photos.renthop.com/2/6820326_9e2e46d23281e406dec576218be2b5b5.jpg', 'https://photos.renthop.com/2/6820326_83004024288a6f1e7fcfcf45b712b285.jpg', 'https://photos.renthop.com/2/6820326_0480ac179d6619aca8359a00ba8d6d97.jpg', 'https://photos.renthop.com/2/6820326_17a90fb5599d535744e205d01d182c1d.jpg', 'https://photos.renthop.com/2/6820326_48d92b93399eb00388e1f1aa6b43e211.jpg', 'https://photos.renthop.com/2/6820326_a6e5da3df459b3ef9a3d85a8079b00c4.jpg', 'https://photos.renthop.com/2/6820326_9377e8df9d05c3a1bc512f7ea4dd8749.jpg', 'https://photos.renthop.com/2/6820326_b2e550f9ce8c3e8fe85a17d81bc181fd.jpg', 'https://photos.renthop.com/2/6820326_7f3dbd4112201f174f9631bcd6f9f3d9.jpg', 'https://photos.renthop.com/2/6820326_8c72ed7b41964047489476407273dbe2.jpg', 'https://photos.renthop.com/2/6820326_2fc535f94f1200afe88b784920f4545d.jpg', 'https://photos.renthop.com/2/6820326_84dc0243c74f1102345cf4c8df307d15.jpg', 'https://photos.renthop.com/2/6820326_0176203b2813609c7f7726e1bc9ff7d5.jpg', 'https://photos.renthop.com/2/6820326_34271994967c6301af2fce1540b36405.jpg', 'https://photos.renthop.com/2/6820326_e46d117383f50cc81c61f7887dfbfed7.jpg']",2700,282 Schaefer St.
101496,1.0,1,0,2016-04-10 01:30:27,"Cheapest beautiful -- one bedroom -- apartment in Greenwich village! All new renovations Hardwood flooring High ceilings Plenty of windows for natural light This area has it all! Shops Transportation Bars Restaurants Parks Cafes You name it! Call, email or text Trisha today to schedule your showing. ",East 14th Street,['Pre-War'],low,40.7316,6851165,-73.9839,5104a9211fa037c2e775da40974e4857,"['https://photos.renthop.com/2/6851165_052efaa8eeadf2a9073e95311fd383bd.jpg', 'https://photos.renthop.com/2/6851165_a792e24095ebb5c85cb0005f0b5d9459.jpg', 'https://photos.renthop.com/2/6851165_68f4045570160c0bc71ca9e04b792b84.jpg', 'https://photos.renthop.com/2/6851165_de9340f2fb6cf028ffe052c1f6125340.jpg', 'https://photos.renthop.com/2/6851165_904ac9528e8d38f4bcf72f8ce4c60899.jpg', 'https://photos.renthop.com/2/6851165_7fbc444b2ab777cd12a578ee56578580.jpg']",2850,328 East 14th Street
101497,1.0,0,45c480f3a0771a4e6ddf7a81790a0b07,2016-04-16 02:27:07,"Location: Upper East Side Large studio with high ceilings, hardwood floors, lots of storage, separate kitchen, counter space and a marble bathroom!<br /><br />Gas & Electric included. Landmark block. Across the street from John Jay park. Easy access to M31, East 79th street crosstown bus and 7 blocks to 6 train. Close to York Avenue grocery stores, shops, and nightlife!<br /><br />Contact Bethat anytime either by phone, text or email for more information or to schedule a viewing. 891-843-3521. kagglemanager@renthop.com<br /><br /><p><a  website_redacted ",East 78th Street,['Pre-War'],low,40.7705,6881819,-73.9503,7e22b26535b913275de0f9ff4f1d6965,"['https://photos.renthop.com/2/6881819_2d4276d4fd35e0b1247d367bcd13afc3.jpg', 'https://photos.renthop.com/2/6881819_3f275421184fbdea605fc28b6e5d976d.jpg', 'https://photos.renthop.com/2/6881819_59866f0bcc1c44d153df5e5dc778e053.jpg', 'https://photos.renthop.com/2/6881819_68a8f98079cbd5ed184fc0f60f40f4cd.jpg']",1775,503 East 78th Street
101498,1.0,4,0,2016-04-29 01:27:53,Huge 4 bedroom apartment. Walk through kitchen. Great space! Hard floors in amazing location.Steps to everything that makes the UES a gem to live in. ,East 81st Street,"['Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7758,6939704,-73.9566,b07f51899c243675f853de1d3ea187da,[],4695,171 East 81st Street
101499,1.0,0,1baadc9bc38b3ccaaf9704e7442f2672,2016-04-09 04:31:29,"Available Immediately -- Beautiful STUDIO in Murray Hill* This location is one of the most sought after areas in Manhattan. **** Some of the features include High ceilings, hardwood floors, updated kitchen, modern appliances, lots of cabinets, marble bath, abundant amount of closet space, bright and spacious layout and more *** Building is located on an amazing quiet tree lined block located just steps from transportation, restaurants, boutique shops, grocery stores*** For immediate access call Bryan 449-593-7152 / kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 35 Street,"['Roof Deck', 'Doorman', 'Elevator', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",low,40.7467,6849151,-73.9778,41735645e0f8f13993c42894023f8e58,"['https://photos.renthop.com/2/6849151_a2804858e9609f8e732c95d391ff2854.jpg', 'https://photos.renthop.com/2/6849151_52ba0344ee66f9e7d59c0ca3ced8a0a8.jpg', 'https://photos.renthop.com/2/6849151_20c23ecc1b055986f8074b3e95d8a48f.jpg', 'https://photos.renthop.com/2/6849151_6c9431c714884221415e3b1184e41519.jpg']",2500,165 E 35 Street
1015,1.0,1,11e1dec9d14b1a9e528386a2504b3afc,2016-06-08 03:03:51,"==SUNLIT STUDIO==SPECTACULAR ROOFTOP==DOORMAN/ELEVATOR==CHICK FINISHES==Come experience this Luxurious Studio apartment that is FEATURING: Large Soundproof Windows with Breathtaking Views, High ceilings, Gourmet Kitchen, Natural-Stone Counter tops, including Stainless Steel Appliances, Dishwasher, Microwave, Large Closets, Bathroom with ""Massage Jets"" Shower Head. Every detail was carefully considered and incorporated into this first class renovation of this very special Battery Park City home.<br /><br />Located in a Legendary neighborhood in an Eco friendly Luxury High Rise in Battery Park FEATURES a wide range of FREE AMENITIES for you to enjoy; such as Fitness Center, Sundeck, Full Service Laundry, Lounge, Valet, Dry Cleaning, ""Pet Friendliness,"" Storage, and a 24-hour attentive concierge. UTILITIES INCLUDED IN THE RENT EXCEPT ELECTRIC.<br /><br />Conveniently located near 1(RED),4,5(GREEN),R(YELLOW) subway lines, East River Pier, Bowling Green Park, Shopping, Restaurants and other frequently searched for places.<br /><br />The apartment is shown by appointment only. Please call at 807-471-6457<p><a  website_redacted ",West St.,"['Doorman', 'Elevator', 'Fitness Center', 'Pre-War', 'Laundry in Building', 'Dishwasher', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",medium,40.7056,7124104,-74.0162,92aa3b535f48ec05903a3b7fcdafd411,"['https://photos.renthop.com/2/7124104_71a64d94f3114b908b81f8028e6911e0.jpg', 'https://photos.renthop.com/2/7124104_b31a8c256b4833bf4f79e83021982f59.jpg', 'https://photos.renthop.com/2/7124104_55264d66cf3301eb2b364f4ad8e2a236.jpg', 'https://photos.renthop.com/2/7124104_cd18df33e6769d565cce1378c22d3ebc.jpg', 'https://photos.renthop.com/2/7124104_d1ce8bd26528325868fd457805375100.jpg', 'https://photos.renthop.com/2/7124104_5635dc6c060bfd9427efaecfe5e118e3.jpg']",2550,1 West St.
